Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: POMBOS, PE, Latitude: -8.1398585, Longitude: -35.396437
Município: PRIMAVERA, PE, Latitude: -8.3308449, Longitude: -35.3523034
Município: QUIPAPA, PE, Latitude: -8.8269434, Longitude: -36.011622
Município: OLINDA, PE, Latitude: -7.9986401, Longitude: -34.8459552
Município: MORENO, PE, Latitude: -8.108706, Longitude: -35.08354
Município: IBIMIRIM, PE, Latitude: -8.5379259, Longitude: -37.6941375
Município: MIRANDIBA, PE, Latitude: -8.1202103, Longitude: -38.728459
Município: IGARASSU, PE, Latitude: -7.8354423, Longitude: -34.9061125
Município: INAJA, PE, Latitude: -8.9011209, Longitude: -37.8244194
Município: IPOJUCA, PE, Latitude: -8.3980773, Longitude: -35.0611068
Município: IPUBI, PE, Latitude: -7.6535334, Longitude: -40.1494078
Município: ITACURUBA, PE, Latitude: -8.7267879, Longitude: -38.6868835
Município: ITAIBA, PE, Latitude: -8.94675, Longitude: -37.421188
Município: ITAPISSUMA, PE, Latitude: -7.767983, Longitude: -34.897136
Município: ITAQUITINGA, PE, Latitude: -7.6642569, Longitude: -35.1023615
Município: JABOATAO DOS GUARARAPES, PE, Latitude: -8.1752476, Longitude: -34.9468716
Município: JATOBA, PE, Latitude: -9.1832353, Longitude: -38.2672047
Município: JOAQUIM NABUCO, PE, Latitude: -8.6233192, Longitude: -35.5264107
Município: JUCATI, PE, Latitude: -8.7065829, Longitude: -36.4870496
Município: JUPI, PE, Latitude: -8.7114677, Longitude: -36.417448
Município: LAGOA GRANDE, PE, Latitude: -8.9930649, Longitude: -40.2716452
Município: LAJEDO, PE, Latitude: -8.657914, Longitude: -36.329336
Município: AGRESTINA, PE, Latitude: -8.4558021, Longitude: -35.9442663
Município: AFRANIO, PE, Latitude: -8.5198919, Longitude: -41.0070197
Município: ABREU E LIMA, PE, Latitude: -7.900719, Longitude: -34.898389
Município: LAGOA SECA, PB, Latitude: -7.157099, Longitude: -35.8542023
Município: MALTA, PB, Latitude: -6.9068159, Longitude: -37.5217101
Município: MAMANGUAPE, PB, Latitude: -6.833698, Longitude: -35.121316
Município: MARIZOPOLIS, PB, Latitude: -6.8440704, Longitude: -38.3473088
Município: MASSARANDUBA, PB, Latitude: -7.1812758, Longitude: -35.7330712
Município: MATARACA, PB, Latitude: -6.59673, Longitude: -35.05308
Município: MOGEIRO, PB, Latitude: -7.3019003, Longitude: -35.4782749
Município: MONTEIRO, PB, Latitude: -7.8920179, Longitude: -37.1232051
Município: NOVA FLORESTA, PB, Latitude: -6.4554313, Longitude: -36.2040005
Município: NOVA SERRANA, PB, Latitude: -19.875834, Longitude: -44.984166
Município: OLHO DAGUA, PB, Latitude: -6.6575823, Longitude: -69.86334
Município: OLIVEDOS, PB, Latitude: -6.991036, Longitude: -36.2437286
Município: PATOS, PB, Latitude: -7.0258285, Longitude: -37.2766817
Município: PAULISTA, PB, Latitude: -6.5980362, Longitude: -37.6215766
Município: PEDRAS DE FOGO, PB, Latitude: -7.3988977, Longitude: -35.112176
Município: PIANCO, PB, Latitude: -7.1987413, Longitude: -37.9255755
Município: LUCENA, PB, Latitude: -6.8984018, Longitude: -34.8711915
Município: JUNCO DO SERIDO, PB, Latitude: -6.991929, Longitude: -36.7137661
Município: VISTA SERRANA, PB, Latitude: -6.7391662, Longitude: -37.5685755
Município: JUAZEIRINHO, PB, Latitude: -7.0688282, Longitude: -36.5803059
Município: CONDADO, PB, Latitude: -6.3599136, Longitude: -37.5608827
Município: CONDE, PB, Latitude: -7.2600359, Longitude: -34.9053524
Município: CRUZ DO ESPIRITO SANTO, PB, Latitude: -7.139022, Longitude: -35.085721
Município: CUITE, PB, Latitude: -6.4855072, Longitude: -36.1478606
Município: EMAS, PB, Latitude: -7.1071447, Longitude: -37.7155578
Município: ESPERANCA, PB, Latitude: -7.018517, Longitude: -35.852193
Município: GURINHEM, PB, Latitude: -7.1244757, Longitude: -35.424854
Município: GURJAO, PB, Latitude: -7.2470565, Longitude: -36.4862714
Município: INGA, PB, Latitude: -7.2904513, Longitude: -35.6109945
Município: ITABAIANA, PB, Latitude: -7.3299566, Longitude: -35.3359995
Município: ITAPORANGA, PB, Latitude: -7.3040747, Longitude: -38.1505782
Município: JACARAU, PB, Latitude: -6.6123046, Longitude: -35.2919016
Município: JOAO PESSOA, PB, Latitude: -7.1215981, Longitude: -34.882028
Município: JOCA CLAUDINO, PB, Latitude: -6.4832147, Longitude: -38.478874
Município: JUAREZ TAVORA, PB, Latitude: -7.1726926, Longitude: -35.590804
Município: POCINHOS, PB, Latitude: -7.076073, Longitude: -36.0604474
Município: POCO DANTAS, PB, Latitude: -6.4050165, Longitude: -38.4964786
Município: POMBAL, PB, Latitude: -6.7711315, Longitude: -37.7988646
Município: PUXINANA, PB, Latitude: -7.1475216, Longitude: -35.9613355
Município: SAO JOAO DO RIO DO PEIXE, PB, Latitude: -6.7291053, Longitude: -38.4478745
Município: SAO JOSE DE ESPINHARAS, PB, Latitude: -6.8465204, Longitude: -37.3250225
Município: SAO JOSE DE PIRANHAS, PB, Latitude: -7.1198508, Longitude: -38.4991347
Município: SAO MAMEDE, PB, Latitude: -6.923862, Longitude: -37.095436
Município: SAO MIGUEL DE TAIPU, PB, Latitude: -7.2504094, Longitude: -35.2094114
Município: SAO SEBASTIAO DE LAGOA DE  ROCA, PB, Latitude: -7.1051675, Longitude: -35.867966
Município: SAO SEBASTIAO DE LAGOA DE ROCA, PB, Latitude: -7.1051675, Longitude: -35.867966
Município: SERRA BRANCA, PB, Latitude: -7.4815274, Longitude: -36.6634581
Município: SOBRADO, PB, Latitude: -7.1442879, Longitude: -35.2357401
Município: SOLEDADE, PB, Latitude: -7.058292, Longitude: -36.366791
Município: SOSSEGO, PB, Latitude: -6.767694, Longitude: -36.2455081
Município: SOUSA, PB, Latitude: -6.7662029, Longitude: -38.2319607
Município: SUME, PB, Latitude: -7.671521, Longitude: -36.8788755
Município: TENORIO, PB, Latitude: -6.9408374, Longitude: -36.6277956
Município: UIRAUNA, PB, Latitude: -6.521424, Longitude: -38.4120654
Município: SAO JOAO DO CARIRI, PB, Latitude: -7.386747, Longitude: -36.5288956
Município: SAO DOMINGOS DE POMBAL, PB, Latitude: -6.8174316, Longitude: -37.942643
Município: SAO DOMINGOS, PB, Latitude: -6.8174316, Longitude: -37.942643
Município: RIO TINTO, PB, Latitude: -6.803828, Longitude: -35.077569
Município: QUEIMADAS, PB, Latitude: -7.3640404, Longitude: -35.9016644
Município: QUIXABA, PB, Latitude: -6.8112166, Longitude: -36.992941
Município: REMIGIO, PB, Latitude: -6.9686741, Longitude: -35.7932133
Município: RIACHAO, PB, Latitude: -6.5408387, Longitude: -35.6608948
Município: RIACHAO DO BACAMARTE, PB, Latitude: -7.253472, Longitude: -35.669257
Município: RIACHAO DO POCO, PB, Latitude: -7.1474817, Longitude: -35.264755
Município: SANTA LUZIA, PB, Latitude: -6.8677854, Longitude: -36.9182757
Município: SAO BENTO DE POMBAL, PB, Latitude: None, Longitude: None
Município: SANTA RITA, PB, Latitude: -7.128465, Longitude: -34.9846186
Município: SANTA TERESINHA, PB, Latitude: -7.0849073, Longitude: -37.4433667
Município: SANTANA DOS GARROTES, PB, Latitude: -7.3856858, Longitude: -37.987565
Município: SANTAREM, PB, Latitude: -6.4832147, Longitude: -38.478874
Município: SAO BENTINHO, PB, Latitude: -6.8900937, Longitude: -37.7259704
Município: SAO BENTO, PB, Latitude: -6.4859187, Longitude: -37.4469328
Município: RECIFE, PE, Latitude: -8.0584933, Longitude: -34.8848193
Município: RIBEIRAO, PE, Latitude: -8.5066761, Longitude: -35.3747339
Município: SAIRE, PE, Latitude: -8.3277815, Longitude: -35.7094611
Município: PALMEIRAIS, PI, Latitude: -5.9761427, Longitude: -43.0637158
Município: PASSAGEM FRANCA DO PIAUI, PI, Latitude: -5.8574824, Longitude: -42.4402452
Município: PATOS DO PIAUI, PI, Latitude: -7.6799549, Longitude: -41.245425
Município: PAULISTANA, PI, Latitude: -8.1389174, Longitude: -41.1380533
Município: PEDRO II, PI, Latitude: -4.4252673, Longitude: -41.458407
Município: PICOS, PI, Latitude: -7.0823544, Longitude: -41.4685053
Município: PIO IX, PI, Latitude: -6.8351921, Longitude: -40.6148654
Município: PIRACURUCA, PI, Latitude: -3.9304804, Longitude: -41.7150099
Município: PIRIPIRI, PI, Latitude: -4.2732339, Longitude: -41.7785173
Município: REDENCAO DO GURGUEIA, PI, Latitude: -9.4862001, Longitude: -44.5840178
Município: REGENERACAO, PI, Latitude: -6.231855, Longitude: -42.6860897
Município: RIBEIRA DO PIAUI, PI, Latitude: -7.6912987, Longitude: -42.7130999
Município: SANTA FILOMENA, PI, Latitude: -9.1176912, Longitude: -45.9199551
Município: SANTA LUZ, PI, Latitude: -8.95052, Longitude: -44.1312995
Município: SANTO ANTONIO DE LISBOA, PI, Latitude: -6.9831426, Longitude: -41.2283884
Município: SAO FRANCISCO DE ASSIS DO PIAUI, PI, Latitude: -8.237476, Longitude: -41.686332
Município: PARNAIBA, PI, Latitude: -2.9147515, Longitude: -41.7661953
Município: OLHO DAGUA DO PIAUI, PI, Latitude: -9.2204664, Longitude: -41.8380021
Município: JACOBINA DO PIAUI, PI, Latitude: -7.9356495, Longitude: -41.2106817
Município: OEIRAS, PI, Latitude: -7.0174887, Longitude: -42.1314478
Município: JERUMENHA, PI, Latitude: -7.0880338, Longitude: -43.5078454
Município: JOAO COSTA, PI, Latitude: -8.4887363, Longitude: -42.4174704
Município: LAGOA DO PIAUI, PI, Latitude: -5.4116544, Longitude: -42.6450588
Município: LAGOINHA DO PIAUI, PI, Latitude: -5.8324033, Longitude: -42.6236706
Município: LUIS CORREIA, PI, Latitude: -2.8818164, Longitude: -41.6658458
Município: MANOEL EMIDIO, PI, Latitude: -8.0054022, Longitude: -43.8730321
Município: MARCOLANDIA, PI, Latitude: -7.4404183, Longitude: -40.6650972
Município: MIGUEL ALVES, PI, Latitude: -4.1730384, Longitude: -42.8955677
Município: MIGUEL LEAO, PI, Latitude: -5.681461, Longitude: -42.7371703
Município: MONSENHOR GIL, PI, Latitude: -5.5609098, Longitude: -42.6127716
Município: MONSENHOR HIPOLITO, PI, Latitude: -6.9972682, Longitude: -41.029733
Município: MONTE ALEGRE DO PIAUI, PI, Latitude: -9.7483373, Longitude: -45.3048117
Município: NAZARE DO PIAUI, PI, Latitude: -6.9709737, Longitude: -42.6707675
Município: NOSSA SENHORA DE NAZARE, PI, Latitude: -4.6333634, Longitude: -42.1716341
Município: NOVA SANTA RITA, PI, Latitude: -8.0739703, Longitude: -42.0504725
Município: SAO FRANCISCO DO PIAUI, PI, Latitude: -7.2460489, Longitude: -42.5414016
Município: SAO GONCALO DO GURGUEIA, PI, Latitude: -10.0303022, Longitude: -45.3032826
Município: SAO GONCALO DO PIAUI, PI, Latitude: -5.9970067, Longitude: -42.7041762
Município: SAO JOAO DA FRONTEIRA, PI, Latitude: -3.9390215, Longitude: -41.2592109
Município: APUCARANA, PR, Latitude: -23.5525327, Longitude: -51.4610764
Município: ARAPONGAS, PR, Latitude: -23.4152862, Longitude: -51.4293961
Município: ARAPOTI, PR, Latitude: -24.1457957, Longitude: -49.8224605
Município: ARARUNA, PR, Latitude: -23.9320308, Longitude: -52.4976047
Município: ARAUCARIA, PR, Latitude: -25.5861107, Longitude: -49.4051209
Município: ASSAI, PR, Latitude: -23.3736041, Longitude: -50.8454929
Município: ATALAIA, PR, Latitude: -23.1513833, Longitude: -52.0529697
Município: BALSA NOVA, PR, Latitude: -25.5842234, Longitude: -49.6312741
Município: BANDEIRANTES, PR, Latitude: -23.107788, Longitude: -50.370407
Município: BARBOSA FERRAZ, PR, Latitude: -24.0287182, Longitude: -52.00811
Município: BARRACAO, PR, Latitude: -26.2524094, Longitude: -53.6349764
Município: BOA ESPERANCA, PR, Latitude: -24.2411024, Longitude: -52.7860277
Município: BOCAIUVA DO SUL, PR, Latitude: -25.206591, Longitude: -49.114131
Município: BOM JESUS DO SUL, PR, Latitude: -26.155, Longitude: -53.54644230989628
Município: BOM SUCESSO, PR, Latitude: -23.7101968, Longitude: -51.7661597
Município: ANTONIO OLINTO, PR, Latitude: -25.9849006, Longitude: -50.1974516
Município: ANTONINA, PR, Latitude: -25.4298854, Longitude: -48.7125431
Município: ANDIRA, PR, Latitude: -23.0494761, Longitude: -50.2310027
Município: SEBASTIAO LEAL, PI, Latitude: -7.5679515, Longitude: -44.0648363
Município: SAO JOAO DA VARJOTA, PI, Latitude: -6.9151806, Longitude: -41.8643155
Município: SAO JOAO DO PIAUI, PI, Latitude: -8.3601426, Longitude: -42.2487642
Município: SAO JULIAO, PI, Latitude: -7.0834413, Longitude: -40.8362405
Município: SAO MIGUEL DA BAIXA GRANDE, PI, Latitude: -5.8648279, Longitude: -42.1864332
Município: SAO PEDRO DO PIAUI, PI, Latitude: -5.923768, Longitude: -42.7195114
Município: SAO RAIMUNDO NONATO, PI, Latitude: -9.0149761, Longitude: -42.6888427
Município: SIMPLICIO MENDES, PI, Latitude: -7.860528, Longitude: -41.9081183
Município: ALTO PARANA, PR, Latitude: -23.131247, Longitude: -52.318893
Município: TERESINA, PI, Latitude: -5.0896403, Longitude: -42.809588
Município: VALENCA DO PIAUI, PI, Latitude: -6.4048149, Longitude: -41.7382812
Município: VILA NOVA DO PIAUI, PI, Latitude: -7.1429224, Longitude: -40.9378562
Município: ABATIA, PR, Latitude: -23.3052967, Longitude: -50.3102532
Município: ADRIANOPOLIS, PR, Latitude: -24.6557863, Longitude: -48.9912769
Município: ALTO PARAISO, PR, Latitude: -23.508137, Longitude: -53.728537
Município: JAICOS, PI, Latitude: -7.3584791, Longitude: -41.1446059
Município: IPIRANGA DO PIAUI, PI, Latitude: -6.8240832, Longitude: -41.7377279
Município: SALGUEIRO, PE, Latitude: -8.0726731, Longitude: -39.1269719
Município: TRACUNHAEM, PE, Latitude: -7.8027253, Longitude: -35.238498
Município: VENTUROSA, PE, Latitude: -8.5765199, Longitude: -36.876569
Município: VERDEJANTE, PE, Latitude: -7.9285675, Longitude: -38.9685473
Município: VICENCIA, PE, Latitude: -7.6574422, Longitude: -35.3218464
Município: VITORIA DE SANTO ANTAO, PE, Latitude: -8.1209019, Longitude: -35.2944858
Município: XEXEU, PE, Latitude: -8.8036743, Longitude: -35.6244442
Município: ACAUA, PI, Latitude: -8.219542, Longitude: -41.083059
Município: AGRICOLANDIA, PI, Latitude: -5.7967843, Longitude: -42.6605131
Município: AGUA BRANCA, PI, Latitude: -5.8913922, Longitude: -42.6361148
Município: ALAGOINHA DO PIAUI, PI, Latitude: -7.0090952, Longitude: -40.939675
Município: ALEGRETE DO PIAUI, PI, Latitude: -7.2440138, Longitude: -40.8602296
Município: ALTOS, PI, Latitude: -5.0393915, Longitude: -42.4611694
Município: ALVORADA DO GURGUEIA, PI, Latitude: -8.4465288, Longitude: -43.8655915
Município: AMARANTE, PI, Latitude: -6.2459374, Longitude: -42.8476238
Município: ANGICAL DO PIAUI, PI, Latitude: -6.0872666, Longitude: -42.7366138
Município: ASSUNCAO DO PIAUI, PI, Latitude: -5.8608718, Longitude: -41.0492387
Município: TRINDADE, PE, Latitude: -7.759, Longitude: -40.26472
Município: TORITAMA, PE, Latitude: -8.0083743, Longitude: -36.058776
Município: INHUMA, PI, Latitude: -6.6694502, Longitude: -41.7096008
Município: TIMBAUBA, PE, Latitude: -7.5118822, Longitude: -35.316076
Município: SALOA, PE, Latitude: -8.974964, Longitude: -36.6892298
Município: SANHARO, PE, Latitude: -8.3628776, Longitude: -36.5573186
Município: SANTA CRUZ DO CAPIBARIBE, PE, Latitude: -7.948019, Longitude: -36.206092
Município: SANTA MARIA DA BOA VISTA, PE, Latitude: -8.8001615, Longitude: -39.8271099
Município: SAO CAITANO, PE, Latitude: -8.3304491, Longitude: -36.135359
Município: SAO JOAO, PE, Latitude: -8.875762, Longitude: -36.36532
Município: SAO JOSE DO BELMONTE, PE, Latitude: -7.8641261, Longitude: -38.7599545
Município: SAO LOURENCO DA MATA, PE, Latitude: -7.9959607, Longitude: -35.039335
Município: SERRA TALHADA, PE, Latitude: -7.9867805, Longitude: -38.2920294
Município: SERRITA, PE, Latitude: -7.9476953, Longitude: -39.2957383
Município: SERTANIA, PE, Latitude: -8.068467, Longitude: -37.268393
Município: TACAIMBO, PE, Latitude: -8.308673, Longitude: -36.300035
Município: TACARATU, PE, Latitude: -9.1051762, Longitude: -38.1499125
Município: TAQUARITINGA DO NORTE, PE, Latitude: -7.9027766, Longitude: -36.0442227
Município: TERRA NOVA, PE, Latitude: -8.2249522, Longitude: -39.3844637
Município: BARRO DURO, PI, Latitude: -5.8180139, Longitude: -42.5106589
Município: BATALHA, PI, Latitude: -4.022391, Longitude: -42.0780926
Município: BERTOLINIA, PI, Latitude: -7.6372159, Longitude: -43.9540611
Município: BOM JESUS, PI, Latitude: -9.0711644, Longitude: -44.3583926
Município: CRISTALANDIA DO PIAUI, PI, Latitude: -10.6525894, Longitude: -45.1847405
Município: CRISTINO CASTRO, PI, Latitude: -8.8163934, Longitude: -44.2211062
Município: DEMERVAL LOBAO, PI, Latitude: -5.3640643, Longitude: -42.673993
Município: DOM EXPEDITO LOPES, PI, Latitude: -6.9644926, Longitude: -41.648155
Município: ELESBAO VELOSO, PI, Latitude: -6.2032654, Longitude: -42.1376937
Município: ELISEU MARTINS, PI, Latitude: -8.0984137, Longitude: -43.6637067
Município: ESPERANTINA, PI, Latitude: -3.8950963, Longitude: -42.2370595
Município: FLORIANO, PI, Latitude: -6.7726534, Longitude: -43.0070616
Município: FRANCISCO AYRES, PI, Latitude: -6.6217571, Longitude: -42.6941944
Município: FRANCISCO MACEDO, PI, Latitude: -7.3276798, Longitude: -40.7914329
Município: FRANCISCO SANTOS, PI, Latitude: -6.9944754, Longitude: -41.1345548
Município: FRONTEIRAS, PI, Latitude: -7.088607, Longitude: -40.6147253
Município: GEMINIANO, PI, Latitude: -7.1580963, Longitude: -41.3625942
Município: GILBUES, PI, Latitude: -9.8295491, Longitude: -45.3389933
Município: GUADALUPE, PI, Latitude: -6.7879775, Longitude: -43.5708162
Município: CORRENTE, PI, Latitude: -10.4401356, Longitude: -45.1627472
Município: CORONEL JOSE DIAS, PI, Latitude: -8.8252316, Longitude: -42.4782948
Município: COLONIA DO GURGUEIA, PI, Latitude: -8.183697, Longitude: -43.793999
Município: CAMPO GRANDE DO PIAUI, PI, Latitude: -7.1327559, Longitude: -41.0381164
Município: BOM PRINCIPIO DO PIAUI, PI, Latitude: -3.1912777, Longitude: -41.6430185
Município: BOQUEIRAO DO PIAUI, PI, Latitude: -4.4850148, Longitude: -42.1095161
Município: BRASILEIRA, PI, Latitude: -4.131182, Longitude: -41.7824969
Município: BURITI DOS LOPES, PI, Latitude: -3.1776723, Longitude: -41.8707444
Município: CAJUEIRO DA PRAIA, PI, Latitude: -2.9289603, Longitude: -41.3381617
Município: CALDEIRAO GRANDE DO PIAUI, PI, Latitude: -7.3310393, Longitude: -40.6374433
Município: CAMPO MAIOR, PI, Latitude: -4.8339574, Longitude: -42.1739786
Município: COCAL DE TELHA, PI, Latitude: -4.5553648, Longitude: -41.9722429
Município: CANAVIEIRA, PI, Latitude: -7.6924041, Longitude: -43.7190063
Município: CAPITAO DE CAMPOS, PI, Latitude: -4.4584198, Longitude: -41.9415301
Município: CARAUBAS DO PIAUI, PI, Latitude: -3.4760094, Longitude: -41.8412188
Município: CARIDADE DO PIAUI, PI, Latitude: -7.7331063, Longitude: -40.9883665
Município: CAXINGO, PI, Latitude: -3.4208396, Longitude: -41.8925637
Município: COCAL, PI, Latitude: -3.4691882, Longitude: -41.555851
Município: SEVERIANO MELO, RN, Latitude: -5.7811362, Longitude: -37.9576772
Município: TAIPU, RN, Latitude: -5.6228594, Longitude: -35.5991764
Município: MATUPA, (null), Latitude: None, Longitude: None
Município: RANCHO QUEIMADO, SC, Latitude: -27.6727911, Longitude: -49.0124197
Município: RIO NEGRINHO, SC, Latitude: -26.2088413, Longitude: -49.3724251
